slant_K12,polit_K12,slant_Cong,polit_Cong,slant_fire,polit_fire,slant_journ,polit_journ,slant_WHO,polit_WHO,slant_rang,polit_rang,slant_phys,polit_phys,slant_ASPCA,polit_ASPCA,slant_dent,polit_dent,slant_prof,polit_prof,slant_police,polit_police,slant_poll,polit_poll,slant_SC,polit_SC,slant_doc,polit_doc,slant_law,polit_law,slant_USPS,polit_USPS,slant_econ,polit_econ,slant_pharm,polit_pharm,slant_sci,polit_sci,slant_MLB,polit_MLB,Trust_K12,Trust_Cong,Trust_fire,Trust_journ,Trust_WHO,Trust_rang,Trust_phys,Trust_ASPCA,Trust_dent,Trust_prof,Trust_police,Trust_poll,Trust_SC,Trust_doc,Trust_law,Trust_USPS,Trust_econ,Trust_pharm,Trust_sci,Trust_MLB,slant_mech,polit_mech,slant_chefs,polit_chefs,slant_lib,polit_lib,slant_church,polit_church,slant_vet,polit_vet,slant_tailor,polit_tailor,slant_UN,polit_UN,slant_psych,polit_psych,slant_bank,polit_bank,slant_holly,polit_holly,slant_judge,polit_judge,slant_crim,polit_crim,slant_toll,polit_toll,slant_NFL,polit_NFL,slant_CIA,polit_CIA,slant_realestate,polit_realestate,slant_localbiz,polit_localbiz,slant_think,polit_think,slant_FB,polit_FB,slant_PETA,polit_PETA,Trust_mech,Trust_chefs,Trust_lib,Trust_church,Trust_vet,Trust_tailor,Trust_UN,Trust_psych,Trust_bank,Trust_holly,Trust_judge,Trust_crim,Trust_toll,Trust_NFL,Trust_CIA,Trust_realestate,Trust_localbiz,Trust_think,Trust_FB,Trust_PETA,Ideology
40,3,45,5,65,1,35,5,10,6,70,1,50,2,44,1,46,1,20,4,70,3,20,5,65,5,40,1,51,2,43,1,40,3,5,6,50,2,46,1,4,1,7,1,1,7,4,5,4,2,4,1,4,4,1,4,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
50,3,50,5,50,1,40,4,50,1,50,1,50,1,50,1,50,1,50,4,50,3,50,3,50,6,50,1,50,2,50,2,50,4,50,4,50,1,50,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2,40,2,20,4,93,3,40,2,52,1,15,5,19,3,60,2,5,4,57,3,19,4,40,1,25,3,56,2,30,2,53,2,30,5,9,6,1,6,3,4,5,5,5,5,1,4,1,4,1,2,4,1,1,3,4,2,1,1,6
30,4,55,5,70,3,25,5,10,5,50,3,50,3,19,5,50,2,19,6,79,4,50,5,71,4,50,2,61,3,50,2,72,4,50,4,50,3,29,4,5,2,5,3,3,5,5,4,5,4,5,3,5,5,3,4,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
35,1,50,6,70,1,40,5,15,1,50,1,0,1,0,5,45,1,30,4,100,6,50,2,100,6,50,3,65,6,30,1,100,6,90,6,20,4,80,1,5,1,4,1,7,4,7,5,7,3,1,5,1,3,1,5,2,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
9,5,50,5,72,1,20,6,9,4,71,1,50,3,29,3,50,1,0,6,74,3,15,3,68,4,51,2,20,3,73,1,52,4,57,2,24,4,53,2,2,2,5,1,3,3,2,2,5,3,4,2,4,5,2,5,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,50,5,50,4,71,5,50,4,41,5,29,6,34,4,62,4,9,6,56,5,34,5,50,3,32,4,31,5,50,3,61,4,18,6,24,5,9,6,5,5,5,3,5,5,2,5,4,3,2,2,5,3,2,4,4,2,2,2,6
56,4,57,4,53,1,51,2,53,1,50,2,50,2,50,3,40,1,50,3,53,3,50,2,53,2,50,3,50,4,50,1,53,2,54,2,51,3,56,3,5,3,4,5,5,2,4,4,4,4,5,5,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1,27,1,29,1,80,4,50,1,50,1,50,4,19,1,50,1,20,1,50,3,71,3,68,1,50,1,50,1,50,1,67,3,50,5,57,4,22,1,5,5,5,3,7,5,5,7,4,4,4,4,5,5,4,4,4,4,3,7,2
55,4,48,4,61,2,28,3,30,4,71,3,28,2,50,2,44,2,28,3,69,4,33,2,26,3,63,2,26,3,43,2,55,4,69,4,30,3,54,2,3,1,4,3,3,3,3,5,5,4,1,4,2,2,1,4,4,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2,55,2,24,3,79,5,30,2,40,3,44,4,22,5,66,3,30,3,65,5,84,5,40,2,81,5,75,4,21,3,71,4,74,5,22,3,25,5,2,3,5,3,4,5,4,4,2,3,2,1,3,3,4,3,3,2,2,3,2
30,5,25,6,50,4,12,6,9,6,39,2,36,4,50,1,47,2,13,6,67,2,14,6,64,3,13,5,50,3,31,2,26,5,7,5,27,5,42,2,2,1,2,1,1,2,2,5,1,1,2,1,3,2,4,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,52,1,46,1,54,1,50,1,50,1,50,1,44,1,49,1,11,4,50,2,50,3,50,1,50,2,52,2,50,1,50,1,53,1,32,3,50,1,2,3,3,7,5,5,3,3,3,3,1,3,3,3,4,4,4,4,3,4,5
46,2,48,5,60,2,47,3,50,2,38,2,50,1,43,2,58,1,44,3,69,4,50,2,67,6,55,2,61,3,42,1,60,3,64,3,50,2,57,2,4,2,4,4,5,5,4,5,4,4,3,3,2,4,2,5,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,3,50,3,19,5,49,2,50,1,50,2,17,6,27,4,50,1,0,6,66,4,67,6,49,3,73,4,28,6,61,4,90,4,64,4,11,6,24,5,3,4,4,3,2,1,3,4,5,5,5,4,3,1,3,3,4,3,3,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,4,95,5,91,5,58,5,39,4,63,4,31,5,84,5,14,5,94,5,84,5,50,3,50,3,89,5,62,4,79,4,74,3,85,5,86,5,1,3,5,1,3,4,2,3,4,4,1,2,4,3,4,3,4,4,4,5,7
10,4,51,6,73,1,19,5,23,3,39,2,48,3,30,5,51,3,7,5,83,6,48,3,51,4,47,3,57,4,34,5,47,1,90,4,27,2,82,3,2,1,5,1,3,5,7,1,5,2,1,1,1,5,5,5,2,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
40,3,49,5,55,1,50,5,50,2,60,1,40,1,35,2,50,1,35,2,60,2,50,3,60,4,45,2,55,2,50,1,50,4,55,3,40,1,50,1,5,1,5,2,5,3,7,3,7,7,1,5,4,5,5,7,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,1,29,1,78,1,18,5,50,1,50,1,27,5,7,5,50,2,6,5,50,6,50,6,50,1,82,1,62,5,50,1,71,5,50,1,33,5,19,5,5,7,7,2,3,4,2,2,2,3,1,2,2,2,3,4,4,2,1,2,7
15,4,50,5,73,1,3,6,11,6,67,2,27,3,21,1,56,1,7,5,58,2,34,4,67,3,56,1,54,1,50,1,34,3,50,1,28,3,44,1,2,1,5,1,1,5,3,4,5,2,3,1,2,5,2,7,2,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,50,1,70,3,85,6,50,1,41,2,50,3,29,5,50,1,11,6,50,4,50,4,50,1,25,2,50,1,50,1,50,2,50,5,50,5,29,5,3,5,7,5,5,5,5,3,7,4,1,5,5,3,4,3,3,2,1,3,5
10,3,80,6,50,1,50,5,30,1,30,2,20,1,50,1,50,2,50,3,90,5,50,5,90,6,50,3,50,3,50,1,70,3,100,6,10,1,80,1,4,1,5,1,5,5,5,5,3,3,1,3,1,1,1,4,3,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
24,6,0,6,60,1,9,6,0,6,75,1,19,5,0,6,50,1,35,5,30,5,34,6,50,4,50,4,15,6,0,6,50,4,0,6,30,6,8,6,1,1,7,1,1,5,2,1,2,2,2,1,2,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3,27,2,38,2,55,4,37,4,24,1,34,2,60,3,38,2,12,5,58,3,42,3,51,1,19,4,60,2,48,3,48,2,51,1,9,3,38,2,1,3,4,1,3,1,1,3,3,2,1,2,2,1,3,3,2,1,1,2,5
9,5,25,6,50,1,1,6,16,6,48,1,50,2,45,4,50,1,13,6,85,4,50,5,61,4,50,2,62,5,50,1,63,5,5,6,50,3,20,1,3,1,5,1,2,5,4,4,5,2,2,2,7,3,2,4,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,3,36,2,38,3,98,5,37,2,58,2,41,5,38,3,70,3,2,5,66,3,33,4,59,2,34,3,34,3,75,2,65,2,31,3,9,4,24,3,2,3,3,3,3,4,2,2,3,3,1,2,3,2,2,3,4,2,1,2,6
45,4,35,6,61,1,34,4,46,5,50,3,55,2,25,5,60,1,25,5,70,3,50,2,64,2,65,1,45,3,50,2,55,2,50,2,44,2,60,2,5,4,7,4,4,7,5,4,7,4,7,5,7,7,5,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
26,6,25,6,50,1,23,5,32,5,50,1,50,3,50,2,50,1,30,6,50,4,50,5,81,6,50,3,60,5,50,1,29,5,40,5,9,6,51,2,2,4,5,1,1,4,3,3,5,3,3,2,5,1,2,7,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,5,66,5,50,4,95,6,50,5,50,3,25,3,55,1,62,3,13,4,23,4,13,4,36,3,89,4,8,6,58,3,59,4,40,3,44,3,89,5,3,4,5,5,5,5,2,4,4,2,2,2,4,5,2,3,4,4,3,5,6
50,5,50,6,50,4,50,6,42,6,50,5,50,1,50,4,50,1,50,4,50,6,50,1,50,4,50,1,42,3,50,1,31,1,50,1,50,1,50,1,5,5,5,5,5,5,5,5,5,5,4,5,4,5,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,60,1,50,2,50,3,40,2,50,1,0,6,50,3,50,2,10,6,50,3,40,5,50,1,40,2,9,6,50,2,50,2,35,4,19,5,0,6,5,5,5,4,5,5,1,4,3,4,1,2,5,3,1,4,4,3,1,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,3,40,2,25,3,65,4,40,1,50,1,45,4,30,5,85,4,15,5,55,3,70,3,75,2,25,3,80,2,55,2,50,2,30,1,35,5,50,2,4,3,3,2,5,4,3,3,2,3,1,3,5,1,3,4,4,2,1,7,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,40,1,5,3,50,1,41,1,20,1,50,6,5,5,50,4,0,6,50,6,50,6,50,1,50,1,49,6,75,2,80,3,50,4,0,6,20,3,1,4,4,1,4,4,1,1,1,3,1,3,4,4,1,3,4,1,1,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,20,1,70,4,92,4,75,1,40,1,51,6,27,3,91,5,10,4,55,6,60,6,51,2,60,1,80,5,49,2,49,3,49,3,28,5,18,5,3,5,5,4,4,4,3,3,3,3,1,1,3,2,2,2,3,2,1,2,7
40,2,51,6,78,1,28,4,39,3,75,3,25,3,23,4,53,1,15,3,90,6,40,2,67,5,56,2,28,4,73,1,20,4,54,2,20,4,70,2,5,3,5,5,5,4,5,5,7,4,1,5,2,7,3,7,5,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
30,4,30,6,55,1,15,5,0,5,40,2,50,1,29,2,50,2,10,5,75,2,50,3,49,2,45,2,50,2,30,2,45,2,50,2,50,1,30,2,3,2,7,2,2,4,5,4,7,3,7,3,5,7,2,3,3,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,2,10,5,40,4,90,6,15,3,10,5,15,6,10,6,0,6,0,6,50,6,15,6,50,1,0,6,0,6,60,4,80,3,0,6,0,6,0,6,3,1,1,1,1,5,1,1,1,2,1,1,4,1,1,1,5,1,1,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,27,2,28,1,76,4,50,1,37,1,42,3,50,1,76,4,4,4,37,3,54,3,16,1,42,1,72,4,58,2,56,2,14,4,33,4,19,1,2,4,4,5,3,3,4,3,2,4,1,4,2,1,3,2,3,2,1,4,6
58,2,50,6,60,1,42,4,52,1,50,1,56,2,59,1,58,1,45,2,61,1,32,3,50,1,50,1,60,1,56,1,62,1,53,1,51,1,48,1,4,3,5,2,3,5,4,4,5,4,5,2,5,5,4,5,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
8,5,57,3,61,1,23,6,36,2,58,1,45,1,40,1,44,1,8,6,66,2,19,2,61,2,41,1,42,2,44,2,42,1,37,4,34,1,57,1,2,4,7,2,2,7,7,7,7,2,7,1,7,5,5,5,4,1,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,70,1,30,3,100,6,40,2,40,1,0,5,40,3,100,5,0,6,60,4,80,5,60,2,30,4,0,6,30,3,70,2,60,1,0,4,0,6,4,5,4,1,5,4,1,5,1,3,1,3,4,4,1,4,5,4,1,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,1,33,1,28,1,60,3,50,1,50,1,50,2,18,4,65,1,16,4,50,3,50,3,50,1,41,1,61,2,50,1,50,1,50,6,50,4,1,6,4,3,4,5,5,5,3,2,5,4,1,4,4,3,4,4,4,2,1,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6,50,1,50,1,100,6,50,1,50,1,50,6,50,1,50,1,0,6,50,6,50,6,50,1,30,1,50,1,50,1,50,1,50,6,50,1,70,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,7
35,2,40,6,70,1,15,5,25,3,60,1,40,1,51,1,70,1,25,3,75,2,49,2,80,2,40,1,60,2,49,1,75,2,49,2,32,1,49,1,4,2,5,2,2,4,4,4,5,3,5,3,5,5,4,5,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
29,4,40,6,70,1,29,6,20,5,55,1,50,1,25,3,65,1,30,5,65,3,35,5,60,6,55,2,45,3,41,2,55,5,42,2,35,4,50,1,3,1,4,1,1,4,3,2,3,2,1,1,2,3,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
25,5,30,6,50,1,10,6,0,6,50,2,30,2,40,1,50,1,15,6,50,1,25,5,50,5,50,3,25,4,50,2,50,1,25,3,20,4,30,2,2,1,5,1,1,5,4,2,5,1,4,2,3,4,2,4,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
40,5,23,6,50,2,7,6,22,5,50,1,50,2,30,2,50,1,14,5,68,4,30,4,36,4,50,2,33,3,50,1,50,2,31,3,40,3,8,3,3,2,5,1,2,4,4,4,5,3,5,4,4,4,4,4,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,2,34,1,46,1,73,3,49,1,60,1,26,4,38,3,53,1,6,5,49,4,44,3,51,1,41,1,48,4,50,1,53,3,49,5,9,5,16,4,5,4,4,3,4,4,2,4,2,4,1,2,4,1,1,4,5,2,1,1,5
24,6,45,4,55,4,28,2,35,4,63,2,59,4,42,3,45,4,2,3,57,4,41,3,63,4,46,4,54,4,47,3,27,3,76,5,46,3,53,4,1,1,4,1,2,3,3,1,4,1,5,1,3,3,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
73,5,36,6,59,4,6,5,13,6,71,3,55,4,23,4,66,5,56,5,89,6,12,5,18,6,34,4,32,6,18,5,23,5,70,5,44,4,73,5,5,4,5,1,2,5,3,4,5,3,4,7,4,4,4,5,3,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,3,73,3,96,5,88,2,85,2,73,1,49,4,12,5,98,6,2,6,50,3,51,4,91,1,24,5,49,3,49,3,89,1,15,4,0,6,51,1,3,3,3,3,3,3,3,3,3,3,1,3,4,2,3,3,4,4,1,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1,40,1,18,1,96,1,19,1,40,1,50,1,55,1,39,1,2,6,55,2,45,2,40,1,15,1,29,4,60,1,66,1,60,1,18,5,9,1,4,4,3,4,4,5,4,4,4,4,1,4,4,3,2,4,4,4,2,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,50,2,50,2,84,5,50,2,50,1,29,6,35,4,36,3,0,6,50,5,50,3,50,1,50,2,47,3,51,1,50,3,50,2,32,4,0,6,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,6
8,6,34,6,60,1,0,6,0,6,50,1,30,2,50,1,59,1,0,6,70,3,40,4,67,2,60,1,50,1,55,1,32,2,20,5,29,5,35,1,1,1,4,1,1,3,3,4,5,1,2,1,4,5,3,4,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
25,5,31,5,68,3,15,5,20,5,76,3,29,4,33,3,39,3,13,5,37,3,39,5,61,4,35,4,32,4,68,3,39,4,38,3,39,4,70,3,2,2,4,2,2,3,2,2,2,2,2,2,4,2,2,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,35,2,50,2,70,3,30,2,50,2,55,3,30,2,50,2,60,2,50,1,50,1,50,2,75,2,50,1,65,2,55,2,50,2,80,5,85,5,5,5,5,1,5,5,3,3,4,4,2,3,3,2,2,3,3,2,1,1,1
50,3,45,6,65,1,25,6,0,6,60,1,40,2,28,2,50,1,31,5,70,1,29,5,60,3,50,1,49,1,42,1,63,2,20,5,35,5,50,1,5,1,7,1,1,7,3,3,4,2,7,2,4,4,4,3,5,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
30,5,46,6,50,2,30,6,20,6,60,2,10,6,20,4,50,2,10,6,61,2,50,5,60,3,40,5,40,4,60,2,40,4,10,6,8,6,50,1,2,1,4,1,1,4,1,3,4,1,4,2,4,2,1,3,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
70,4,47,5,71,3,41,5,44,5,72,5,40,5,50,5,50,3,50,5,71,4,50,4,60,5,50,5,50,4,50,4,70,5,50,5,46,5,50,3,5,4,5,4,4,5,4,5,5,4,5,4,4,5,4,5,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,50,1,35,3,50,4,30,2,59,1,29,4,10,5,52,2,1,6,34,5,51,5,50,1,45,3,27,5,38,3,50,2,50,5,21,5,1,6,5,5,5,5,5,5,2,4,3,4,1,4,5,2,2,2,4,2,2,2,7
35,4,49,5,61,3,50,5,25,6,50,1,42,1,43,3,49,2,32,5,50,2,38,3,47,4,50,1,51,3,49,1,50,2,9,6,41,2,49,1,4,1,4,2,1,4,4,4,4,3,4,3,4,4,2,4,4,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,50,1,38,3,97,6,50,1,50,1,50,3,50,2,50,1,14,5,50,2,50,2,50,1,50,3,50,1,50,1,50,1,50,1,10,5,8,6,4,5,5,7,5,5,5,5,5,5,3,4,5,4,7,2,3,4,3,3,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2,35,2,30,3,55,4,60,1,40,2,50,3,45,2,55,2,20,5,60,3,50,3,40,1,30,4,45,4,50,2,55,2,47,2,40,4,30,3,2,4,7,4,5,4,3,4,4,4,3,4,5,4,4,3,5,4,3,5,5
20,4,55,6,30,1,30,5,15,3,20,3,60,1,20,3,70,1,25,4,35,2,30,2,60,5,50,1,80,2,40,1,85,2,70,1,33,3,70,1,5,3,5,4,5,5,5,5,5,3,4,3,5,5,4,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,50,1,50,2,95,6,50,1,50,1,29,6,50,1,50,4,10,4,50,4,50,5,50,1,5,3,80,6,50,1,50,4,50,1,5,6,50,3,4,5,5,2,5,7,1,4,2,2,2,1,4,4,1,4,3,3,1,5,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,10,4,2,6,40,6,0,6,35,4,0,6,0,6,71,6,0,6,50,5,30,6,30,4,16,5,10,6,40,5,30,5,30,6,0,6,0,6,4,4,2,2,4,4,1,3,3,3,1,1,4,3,1,2,4,3,1,1,4
25,4,42,6,66,2,19,5,36,4,38,3,27,3,36,3,31,2,18,5,70,3,38,3,54,6,31,4,22,5,56,2,32,4,29,4,29,4,44,2,4,3,5,2,3,4,4,3,4,4,7,3,4,5,4,4,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2,50,1,53,1,75,5,50,2,50,1,50,6,40,5,82,5,7,4,50,5,60,5,50,1,50,4,84,5,83,4,61,5,50,6,4,5,6,5,5,5,5,4,5,5,5,4,4,5,1,4,2,3,3,4,4,3,1,3,5
39,5,44,6,82,5,0,6,15,5,50,2,16,4,40,1,41,1,14,6,81,4,32,5,50,1,29,5,50,3,50,1,66,1,0,6,19,5,61,1,2,1,5,1,1,5,2,2,1,1,5,2,3,1,1,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
18,4,45,5,56,2,14,6,24,4,40,3,34,3,50,2,41,2,13,5,60,3,32,5,66,4,29,4,39,4,40,3,45,4,19,4,30,4,40,2,3,2,4,2,2,4,4,4,4,2,4,2,3,3,2,3,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
34,5,42,6,50,1,10,5,20,5,50,1,50,3,0,6,50,1,21,5,50,1,17,5,50,2,50,1,50,2,50,1,37,3,61,1,21,4,37,1,4,1,4,1,2,4,4,1,4,3,4,2,4,4,2,4,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
30,3,45,5,70,2,35,4,40,3,54,2,44,2,35,3,55,1,45,3,67,3,37,3,60,3,60,2,55,3,50,1,55,2,55,2,55,2,40,1,5,4,7,4,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
